[2026-04-15 16:26:08,091] 18 root - INFO - Initiate the data ingestion
[2026-04-15 16:26:09,654] 71 root - INFO - Performed train test split on the dataframe
[2026-04-15 16:26:09,654] 73 root - INFO - Exited split_data_as_train_test method of Data INgestion Class
[2026-04-15 16:26:09,655] 78 root - INFO - Exporting train and test file path
[2026-04-15 16:26:09,687] 87 root - INFO - Exported train and test file path
[2026-04-15 16:26:09,687] 21 root - INFO - Data ingestion completed
[2026-04-15 16:26:09,690] 26 root - INFO - Initiate the data Validation
[2026-04-15 16:26:09,700] 35 root - INFO - Required number of columns:2
[2026-04-15 16:26:09,700] 36 root - INFO - Dataframe has columns:31
[2026-04-15 16:26:09,700] 35 root - INFO - Required number of columns:2
[2026-04-15 16:26:09,700] 36 root - INFO - Dataframe has columns:31
[2026-04-15 16:26:09,802] 28 root - INFO - data Validation completed
[2026-04-15 16:26:09,802] 33 root - INFO - Data Transformation Started
[2026-04-15 16:26:09,802] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation Class
[2026-04-15 16:26:09,802] 65 root - INFO - Starting Data Transformation
[2026-04-15 16:26:09,812] 48 root - INFO - Entered get_data_transformer_object method of Trnasformation class
[2026-04-15 16:26:09,812] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-04-15 16:26:09,820] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-04-15 16:26:09,822] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-04-15 16:26:09,823] 37 root - INFO - Data Transformation Completed
[2026-04-15 16:26:09,823] 39 root - INFO - Model Training sstared
[2026-04-15 16:27:28,975] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-04-15 16:27:28,976] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-04-15 16:27:28,976] 124 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/04_15_2026_16_26_07/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9920261705172766, precision_score=0.990204081632653, recall_score=0.9938549774682507), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9730994152046784, precision_score=0.9674418604651163, recall_score=0.9788235294117648))
[2026-04-15 16:27:28,980] 44 root - INFO - Model Training artifact created
